row,gene_name,Disease involvement,Ensembl,Evidence,Gene,Gene synonym,Subcellular additional location,Subcellular main location
P46087,NOP2,None,ENSG00000111641,Evidence at protein level,NOP2,"[u'NOL1', u'NOP120', u'NSUN1', u'p120']",None,[u'Nucleoli']
P23284,PPIB,"[u'Disease variant', u'Dwarfism', u'Osteogenesis imperfecta']",ENSG00000166794,Evidence at protein level,PPIB,"[u'B', u'CYP-S1', u'CYPB', u'OI9', u'PPIase', u'SCYLP']",[u'Nucleoplasm'],[u'Endoplasmic reticulum']
Q99437,ATP6V0B,None,ENSG00000117410,Evidence at protein level,ATP6V0B,"[u'ATP6F', u'HATPL', u'VMA16']",None,[u'Cytosol']
Q9BX40,LSM14B,None,ENSG00000149657,Evidence at protein level,LSM14B,"[u'bA11M20.3', u'C20orf40', u'FAM61B', u'FLJ25473', u'FT005', u'LSM13', u'RAP55B']",None,[u'Vesicles']
Q86V24,ADIPOR2,None,ENSG00000006831,Evidence at protein level,ADIPOR2,"[u'ACDCR2', u'PAQR2']",None,None
Q2VPB7,AP5B1,None,ENSG00000254470,Evidence at protein level,AP5B1,"[u'AP-5', u'DKFZp761E198', u'PP1030']",[u'Golgi apparatus'],"[u'Nucleoplasm', u'Vesicles']"
O75792,RNASEH2A,"[u'Aicardi-Goutieres syndrome', u'Disease variant']",ENSG00000104889,Evidence at protein level,RNASEH2A,"[u'AGS4', u'RNASEHI', u'RNHIA', u'RNHL']",[u'Cytosol'],[u'Nucleoplasm']
H7C3X2,YIPF4,None,ENSG00000119820,Evidence at protein level,YIPF4,"[u'FinGER4', u'MGC11061']","[u'Vesicles', u'Plasma membrane']",[u'Golgi apparatus']
Q9BUR4,WRAP53,"[u'Disease variant', u'Dyskeratosis congenita']",ENSG00000141499,Evidence at protein level,WRAP53,"[u'FLJ10385', u'TCAB1', u'WDR79']","[u'Nucleoplasm', u'Cytosol']",[u'Nuclear bodies']
Q14690,PDCD11,None,ENSG00000148843,Evidence at protein level,PDCD11,"[u'ALG-4', u'KIAA0185', u'NFBP', u'RRP5']",[u'Vesicles'],[u'Nucleoli rim']
Q8IY18,SMC5,None,ENSG00000198887,Evidence at protein level,SMC5,"[u'KIAA0594', u'SMC5L1']",None,[u'Nuclear speckles']
Q96Q27,ASB2,None,ENSG00000100628,Evidence at protein level,ASB2,[u'ASB-2'],"[u'Nucleoplasm', u'Cytosol']",[u'Nucleoli fibrillar center']
Q15036,SNX17,None,ENSG00000115234,Evidence at protein level,SNX17,[u'KIAA0064'],[u'Cytosol'],[u'Vesicles']
H7BXJ4,FCHO2,None,ENSG00000157107,Evidence at protein level,FCHO2,[],"[u'Vesicles', u'Cytosol']",[u'Centrosome']
P04049,RAF1,"[u'Cancer-related genes', u'Cardiomyopathy', u'Deafness', u'Disease variant', u'FDA approved drug targets', u'Proto-oncogene']",ENSG00000132155,Evidence at protein level,RAF1,"[u'c-Raf', u'CRAF', u'Raf-1']",None,"[u'Plasma membrane', u'Cytosol']"
P68104,EEF1A1,[u'Cancer-related genes'],ENSG00000156508,Evidence at protein level,EEF1A1,"[u'EE1A1', u'EEF1A', u'EF1A', u'LENG7']",None,[u'Cytosol']
P19878,NCF2,"[u'Chronic granulomatous disease', u'Disease variant']",ENSG00000116701,Evidence at protein level,NCF2,"[u'NOXA2', u'p67phox']",None,[u'Cytosol']
O75204,TMEM127,"[u'Cancer-related genes', u'Tumor suppressor']",ENSG00000135956,Evidence at protein level,TMEM127,"[u'FLJ20507', u'FLJ22257']",None,None
Q9HCM1,KIAA1551,None,ENSG00000174718,Evidence at protein level,RESF1,"[u'C12orf35', u'FLJ10652', u'FLJ20696', u'GET', u'KIAA1551', u'UTA2-1']","[u'Intermediate filaments', u'Cytosol']","[u'Nucleoli', u'Nucleoli rim']"
Q86Y91,KIF18B,None,ENSG00000186185,Evidence at protein level,KIF18B,[],"[u'Nuclear bodies', u'Cytosol']","[u'Nucleoplasm', u'Microtubule ends']"
E5RJH9,SQLE,[u'FDA approved drug targets'],ENSG00000104549,Evidence at protein level,SQLE,[],None,"[u'Vesicles', u'Cytosol']"
Q12955,ANK3,"[u'Autism spectrum disorder', u'Cancer-related genes', u'Mental retardation']",ENSG00000151150,Evidence at protein level,ANK3,[],None,[u'Plasma membrane']
Q96CG3,TIFA,None,ENSG00000145365,Evidence at protein level,TIFA,"[u'MGC20791', u'T2BP', u'T6BP', u'TIFAA']",[u'Cytosol'],"[u'Nucleoplasm', u'Nucleoli']"
F5GWB1,CCDC91,None,ENSG00000123106,Evidence at protein level,CCDC91,"[u'DKFZp779L1558', u'FLJ11088', u'p56']",[u'Nucleoplasm'],[u'Golgi apparatus']
Q9BZJ0,CRNKL1,None,ENSG00000101343,Evidence at protein level,CRNKL1,"[u'CLF', u'Clf1', u'CRN', u'SYF3']",None,None
E7EW33,CYFIP2,"[u'Disease variant', u'Epilepsy']",ENSG00000055163,Evidence at protein level,CYFIP2,[u'PIR121'],"[u'Plasma membrane', u'Cytosol']",[u'Endoplasmic reticulum']
E9PIL2,ANKRD42,None,ENSG00000137494,Evidence at protein level,ANKRD42,"[u'FLJ37874', u'PPP1R79', u'SARP']",[u'Plasma membrane'],"[u'Nucleoplasm', u'Cytosol']"
Q14149,MORC3,None,ENSG00000159256,Evidence at protein level,MORC3,"[u'KIAA0136', u'NXP2', u'ZCW5', u'ZCWCC3']",[u'Mitochondria'],[u'Nucleoplasm']
Q9Y2W1,THRAP3,None,ENSG00000054118,Evidence at protein level,THRAP3,"[u'BCLAF2', u'TRAP150']",None,[u'Nuclear speckles']
E5RH51,SMIM12,None,ENSG00000163866,Evidence at protein level,SMIM12,"[u'C1orf212', u'FLJ90372']",None,[u'Mitochondria']
Q9NXX6,NSMCE4A,None,ENSG00000107672,Evidence at protein level,NSMCE4A,"[u'bA500G22.3', u'C10orf86', u'FLJ20003', u'NSE4A']",None,[u'Nucleoplasm']
H7C3J7,ARPP21,None,ENSG00000172995,Evidence at protein level,ARPP21,"[u'ARPP-21', u'R3HDM3', u'TARPP']",[u'Cytosol'],[u'Nucleoli']
Q9NX08,COMMD8,None,ENSG00000169019,Evidence at protein level,COMMD8,[u'FLJ20502'],None,"[u'Nucleoplasm', u'Cytosol']"
Q8IU68,TMC8,[u'Disease variant'],ENSG00000167895,Evidence at protein level,TMC8,"[u'EVER2', u'EVIN2']",None,[u'Golgi apparatus']
Q96EH5,RPL39L,None,ENSG00000163923,Evidence at protein level,RPL39L,[u'RPL39L1'],None,None
J3KP75,PHACTR2,None,ENSG00000112419,Evidence at protein level,PHACTR2,"[u'C6orf56', u'KIAA0680']",[u'Plasma membrane'],[u'Golgi apparatus']
Q15642-3,TRIP10,None,ENSG00000125733,Evidence at protein level,TRIP10,"[u'CIP4', u'HSTP', u'STOT', u'STP']",[u'Nucleoplasm'],[u'Vesicles']
A0A0B4J206,MARCH6,[u'Epilepsy'],ENSG00000145495,Evidence at protein level,MARCHF6,"[u'MARCH-VI', u'MARCH6', u'RNF176', u'TEB4']",None,[u'Endoplasmic reticulum']
F8W088,VEZT,None,ENSG00000028203,Evidence at protein level,VEZT,[u'DKFZP761C241'],[u'Cytosol'],[u'Nucleoplasm']
P82921,MRPS21,None,ENSG00000266472,Evidence at protein level,MRPS21,[],None,[u'Mitochondria']
Q96GE5,ZNF799,None,ENSG00000196466,Evidence at protein level,ZNF799,"[u'HIT-40', u'MGC71805', u'ZNF842']",[u'Centriolar satellite'],[u'Nucleoplasm']
Q9BYX4,IFIH1,"[u'Aicardi-Goutieres syndrome', u'Diabetes mellitus', u'Disease variant']",ENSG00000115267,Evidence at protein level,IFIH1,"[u'Hlcd', u'IDDM19', u'MDA-5', u'MDA5']",None,None
A0A1B0GV71,CLN3,"[u'Disease variant', u'Neurodegeneration', u'Neuronal ceroid lipofuscinosis']",ENSG00000188603,Evidence at protein level,CLN3,"[u'BTN1', u'BTS', u'JNCL']",None,None
Q27J81,INF2,"[u'Charcot-Marie-Tooth disease', u'Disease variant', u'Neurodegeneration', u'Neuropathy']",ENSG00000203485,Evidence at protein level,INF2,"[u'C14orf151', u'C14orf173', u'MGC13251']",[u'Nuclear bodies'],[u'Endoplasmic reticulum']
F5H2J1,MYO3B,None,ENSG00000071909,Evidence at protein level,MYO3B,[],None,None
Q14966,ZNF638,None,ENSG00000075292,Evidence at protein level,ZNF638,"[u'MGC26130', u'NP220', u'ZFML', u'Zfp638']",[u'Vesicles'],[u'Nucleoplasm']
Q9NTI5,PDS5B,None,ENSG00000083642,Evidence at protein level,PDS5B,"[u'APRIN', u'AS3', u'CG008', u'FLJ23236', u'KIAA0979']",None,[u'Nucleoplasm']
O76003,GLRX3,None,ENSG00000108010,Evidence at protein level,GLRX3,"[u'bA500G10.4', u'GLRX4', u'GRX3', u'GRX4', u'PICOT', u'TXNL2']",None,None
O14579,COPE,None,ENSG00000105669,Evidence at protein level,COPE,[u'epsilon-COP'],None,[u'Golgi apparatus']
Q2TAZ0,ATG2A,None,ENSG00000110046,Evidence at protein level,ATG2A,[u'KIAA0404'],[u'Nucleoplasm'],[u'Vesicles']
H0Y7Y8,ARID4B,None,ENSG00000054267,Evidence at protein level,ARID4B,"[u'BCAA', u'BRCAA1', u'RBP1L1', u'SAP180']",[u'Nucleoplasm'],"[u'Mitochondria', u'Cytosol']"
Q4U2R6,MRPL51,None,ENSG00000111639,Evidence at protein level,MRPL51,"[u'bMRP64', u'CDA09', u'HSPC241', u'MRP64']",None,[u'Mitochondria']
Q8N7H5,PAF1,[u'Tumor suppressor'],ENSG00000006712,Evidence at protein level,PAF1,"[u'F23149_1', u'FLJ11123', u'PD2']",None,[u'Nucleoplasm']
Q14094,CCNI,None,ENSG00000118816,Evidence at protein level,CCNI,[u'CCNI1'],"[u'Nucleoplasm', u'Nuclear bodies']",[u'Golgi apparatus']
A0A087WW38,CRYL1,None,ENSG00000165475,Evidence at protein level,CRYL1,"[u'GDH', u'lambda-CRY', u'MGC149525', u'MGC149526']","[u'Golgi apparatus', u'Plasma membrane']","[u'Nucleoplasm', u'Nucleoli']"
O15047,SETD1A,"[u'Disease variant', u'Epilepsy']",ENSG00000099381,Evidence at protein level,SETD1A,"[u'KIAA0339', u'KMT2F', u'Set1']",None,[u'Nuclear speckles']
M0QYV0,,None,ENSG00000121410,Evidence at protein level,A1BG,[],None,None
K7ENW2,ZNF286A,None,ENSG00000187607,Evidence at protein level,ZNF286A,"[u'KIAA1874', u'ZNF286']",None,[u'Nucleoli']
O00398,P2RY10,None,ENSG00000078589,Evidence at protein level,P2RY10,[u'P2Y10'],None,None
O95455,TGDS,[u'Disease variant'],ENSG00000088451,Evidence at protein level,TGDS,"[u'SDR2E1', u'TDPGD']","[u'Nucleoli', u'Cytosol']",[u'Nucleoplasm']
P23258,TUBG1,"[u'Disease variant', u'FDA approved drug targets', u'Lissencephaly']",ENSG00000131462,Evidence at protein level,TUBG1,"[u'TUBG', u'TUBGCP1']",None,None
Q16513,PKN2,None,ENSG00000065243,Evidence at protein level,PKN2,"[u'Pak-2', u'PRK2', u'PRKCL2', u'STK7']","[u'Nuclear bodies', u'Plasma membrane', u'Centrosome', u'Cytosol']","[u'Nucleoplasm', u'Intermediate filaments']"
P43489,TNFRSF4,"[u'Cancer-related genes', u'Disease variant']",ENSG00000186827,Evidence at protein level,TNFRSF4,"[u'ACT35', u'CD134', u'OX40', u'TXGP1L']",None,None
F8VU68,PIP4K2C,None,ENSG00000166908,Evidence at protein level,PIP4K2C,"[u'FLJ22055', u'PIP5K2C']","[u'Nucleoplasm', u'Plasma membrane']",[u'Cytosol']
P16383,GCFC2,None,ENSG00000005436,Evidence at protein level,GCFC2,"[u'C2orf3', u'DNABF', u'GCF', u'TCF9']",None,[u'Nucleoplasm']
Q9C035-4,TRIM5,None,ENSG00000132256,Evidence at protein level,TRIM5,"[u'RNF88', u'TRIM5alpha']",None,[u'Cytosol']
E9PSF2,STIL,"[u'Cancer-related genes', u'Disease variant', u'Mental retardation', u'Primary microcephaly', u'Proto-oncogene']",ENSG00000123473,Evidence at protein level,STIL,"[u'MCPH7', u'SIL']",None,"[u'Plasma membrane', u'Cytosol']"
Q9UMS4,PRPF19,None,ENSG00000110107,Evidence at protein level,PRPF19,"[u'hPSO4', u'NMP200', u'PRP19', u'PSO4', u'SNEV', u'UBOX4']",None,[u'Nuclear speckles']
Q92973,TNPO1,None,ENSG00000083312,Evidence at protein level,TNPO1,"[u'IPO2', u'KPNB2', u'MIP', u'MIP1', u'TRN']","[u'Cytosol', u'Cytoplasmic bodies']",[u'Nucleoplasm']
Q9Y689,ARL5A,None,ENSG00000162980,Evidence at protein level,ARL5A,[u'ARL5'],None,None
C9JRM9,ZKSCAN1,None,ENSG00000106261,Evidence at protein level,ZKSCAN1,"[u'KOX18', u'PHZ-37', u'ZNF139', u'ZNF36', u'ZSCAN33']","[u'Nucleoplasm', u'Mitochondria']",[u'Nuclear bodies']
A2RRP1,NBAS,"[u'Disease variant', u'Dwarfism']",ENSG00000151779,Evidence at protein level,NBAS,[u'NAG'],"[u'Nuclear membrane', u'Nucleoli']",[u'Golgi apparatus']
A0A0B4J1V8,PPAN-P2RY11,None,ENSG00000243207,Evidence at protein level,PPAN-P2RY11,[],None,None
Q5T1W1,DDX59,"[u'Ciliopathy', u'Disease variant']",ENSG00000118197,Evidence at protein level,DDX59,"[u'DKFZP564B1023', u'ZNHIT5']",None,"[u'Nucleoplasm', u'Actin filaments']"
P09525,ANXA4,"[u'Cancer-related genes', u'FDA approved drug targets']",ENSG00000196975,Evidence at protein level,ANXA4,[u'ANX4'],None,[u'Cytosol']
Q8TB72,PUM2,None,ENSG00000055917,Evidence at protein level,PUM2,"[u'KIAA0235', u'PUMH2']",None,[u'Cytosol']
Q969Q6,PPP2R3C,"[u'Cone-rod dystrophy', u'Deafness', u'Disease variant']",ENSG00000092020,Evidence at protein level,PPP2R3C,"[u'C14orf10', u'FLJ20644', u'G4-1', u'G5PR']","[u'Golgi apparatus', u'Cytosol']",[u'Nucleoplasm']
K7ELE9,DCAF15,None,ENSG00000132017,Evidence at protein level,DCAF15,"[u'C19orf72', u'MGC99481']",[u'Vesicles'],[u'Mitochondria']
Q96RT8,TUBGCP5,None,ENSG00000275835,Evidence at protein level,TUBGCP5,"[u'GCP5', u'KIAA1899']",None,"[u'Centrosome', u'Cytosol']"
Q15276,RABEP1,[u'Cancer-related genes'],ENSG00000029725,Evidence at protein level,RABEP1,"[u'neurocrescin', u'RAB5EP', u'rabaptin-5', u'RABPT5']",None,[u'Vesicles']
E7EWP2,TRIO,"[u'Cancer-related genes', u'Disease variant', u'Mental retardation']",ENSG00000038382,Evidence at protein level,TRIO,[u'ARHGEF23'],[u'Vesicles'],[u'Cytosol']
M0QX76,RPS16,None,ENSG00000105193,Evidence at protein level,RPS16,[u'S16'],None,"[u'Endoplasmic reticulum', u'Cytosol']"
Q99595,TIMM17A,[u'Cancer-related genes'],ENSG00000134375,Evidence at protein level,TIMM17A,"[u'TIM17', u'TIM17A']",None,"[u'Nucleoplasm', u'Mitochondria']"
A0A0C4DG02,DNMT3A,"[u'Cancer-related genes', u'Disease variant', u'Dwarfism', u'Mental retardation']",ENSG00000119772,Evidence at protein level,DNMT3A,[],None,[u'Nucleoplasm']
O75663,TIPRL,None,ENSG00000143155,Evidence at protein level,TIPRL,"[u'dJ69E11.3', u'MGC3794', u'TIP41', u'TIPRL1']",None,"[u'Vesicles', u'Cytosol']"
E5RHF2,COPS5,None,ENSG00000121022,Evidence at protein level,COPS5,"[u'CSN5', u'JAB1', u'MOV-34', u'SGN5']",None,[u'Nucleoplasm']
F5H6T4,ITGB7,"[u'Cancer-related genes', u'FDA approved drug targets']",ENSG00000139626,Evidence at protein level,ITGB7,[],None,"[u'Plasma membrane', u'Cytosol']"
Q9BUT9-2,FAM195A; MCRIP2,None,ENSG00000172366,Evidence at protein level,MCRIP2,"[u'C16orf14', u'FAM195A', u'MGC15416']",None,None
Q6IQ26,DENND5A,"[u'Disease variant', u'Epilepsy']",ENSG00000184014,Evidence at protein level,DENND5A,"[u'FLJ22354', u'FLJ33829', u'FLJ43455', u'KIAA1091', u'RAB6IP1']",None,"[u'Golgi apparatus', u'Vesicles']"
Q03111,MLLT1,"[u'Cancer-related genes', u'Proto-oncogene']",ENSG00000130382,Evidence at protein level,MLLT1,"[u'ENL', u'LTG19', u'YEATS1']",[u'Nucleoli fibrillar center'],[u'Nucleoplasm']
D6RA67,UFSP2,"[u'Disease variant', u'Dwarfism']",ENSG00000109775,Evidence at protein level,UFSP2,"[u'C4orf20', u'FLJ11200']",None,"[u'Nucleoplasm', u'Cytosol']"
Q92673,SORL1,"[u'Alzheimer disease', u'Amyloidosis', u'Disease variant', u'Neurodegeneration']",ENSG00000137642,Evidence at protein level,SORL1,"[u'C11orf32', u'gp250', u'LR11', u'LRP9', u'SorLA', u'SorLA-1']",None,None
P62906,RPL10A,None,ENSG00000198755,Evidence at protein level,RPL10A,"[u'Csa-19', u'L10A', u'NEDD6']",[u'Nucleoli'],"[u'Endoplasmic reticulum', u'Cytosol']"
Q9P2D3,HEATR5B,None,ENSG00000008869,Evidence at protein level,HEATR5B,"[u'DKFZp686P15184', u'KIAA1414']",None,"[u'Nuclear speckles', u'Vesicles', u'Cytosol']"
Q9BW60,ELOVL1,"[u'Disease variant', u'Ichthyosis']",ENSG00000066322,Evidence at protein level,ELOVL1,[u'Ssc1'],None,[u'Endoplasmic reticulum']
H7C3Q6,MITD1,None,ENSG00000158411,Evidence at protein level,MITD1,[u'LOC129531'],None,[u'Vesicles']
P12931,SRC,"[u'Cancer-related genes', u'Disease variant', u'FDA approved drug targets', u'Proto-oncogene']",ENSG00000197122,Evidence at protein level,SRC,"[u'ASV', u'c-src', u'SRC1']","[u'Nucleoplasm', u'Cytosol']","[u'Plasma membrane', u'Cell Junctions']"
E9PDE8,HSPA4L,None,ENSG00000164070,Evidence at protein level,HSPA4L,"[u'APG-1', u'HSPH3', u'Osp94']",None,"[u'Centrosome', u'Cytosol']"
P09601,HMOX1,[u'Cancer-related genes'],ENSG00000100292,Evidence at protein level,HMOX1,"[u'bK286B10', u'HO-1']",None,"[u'Golgi apparatus', u'Plasma membrane']"
A0A087X1I3,SDHA,"[u'Cancer-related genes', u'Cardiomyopathy', u'Disease variant', u'Leigh syndrome', u'Primary mitochondrial disease', u'Tumor suppressor']",ENSG00000073578,Evidence at protein level,SDHA,"[u'FP', u'SDH2', u'SDHF']",[u'Nucleoli'],[u'Mitochondria']
H0Y6F5,ZHX3,None,ENSG00000174306,Evidence at protein level,ZHX3,"[u'KIAA0395', u'TIX1']",None,[u'Nucleoplasm']
Q9NYU1,UGGT2,None,ENSG00000102595,Evidence at protein level,UGGT2,"[u'FLJ10873', u'FLJ11485', u'HUGT2', u'MGC117360', u'MGC150689', u'MGC87276', u'UGCGL2']",None,None
Q96P11,NSUN5,[u'Williams-Beuren syndrome'],ENSG00000130305,Evidence at protein level,NSUN5,"[u'FLJ10267', u'NOL1R', u'NSUN5A', u'p120(NOL1)', u'WBSCR20', u'WBSCR20A', u'Ynl022cL']",None,"[u'Nucleoplasm', u'Nucleoli']"
Q99075,HBEGF,None,ENSG00000113070,Evidence at protein level,HBEGF,"[u'DTR', u'DTS', u'HEGFL']",None,None
P50616,TOB1,None,ENSG00000141232,Evidence at protein level,TOB1,"[u'APRO5', u'TOB', u'TROB', u'TROB1']",[u'Vesicles'],[u'Nucleoplasm']
Q14137,BOP1,None,ENSG00000261236,Evidence at protein level,BOP1,[u'KIAA0124'],"[u'Nucleoplasm', u'Mitotic chromosome']","[u'Nucleoli', u'Nucleoli rim']"
Q9GZR1,SENP6,None,ENSG00000112701,Evidence at protein level,SENP6,"[u'KIAA0797', u'SUSP1']",[u'Cytosol'],[u'Nucleoplasm']
Q8N4H5,TOMM5,None,ENSG00000175768,Evidence at protein level,TOMM5,"[u'bA613M10.3', u'C9orf105', u'Tom5']",None,[u'Mitochondria']
Q9BRQ8,AIFM2,None,ENSG00000042286,Evidence at protein level,AIFM2,"[u'AMID', u'FLJ14497', u'PRG3']","[u'Plasma membrane', u'Cytosol']",[u'Vesicles']
Q8WU67,ABHD3,None,ENSG00000158201,Evidence at protein level,ABHD3,[u'LABH3'],[u'Vesicles'],"[u'Nucleoplasm', u'Plasma membrane']"
Q9BSC4,NOL10,None,ENSG00000115761,Evidence at protein level,NOL10,"[u'FLJ14075', u'PQBP5']",None,[u'Nucleoli']
O95379,TNFAIP8,None,ENSG00000145779,Evidence at protein level,TNFAIP8,"[u'GG2-1', u'MDC-3.13', u'SCC-S2']",None,[u'Nucleoplasm']
Q7Z6A9,BTLA,None,ENSG00000186265,Evidence at protein level,BTLA,"[u'BTLA1', u'CD272']",None,None
Q96MT1,RNF145,None,ENSG00000145860,Evidence at protein level,RNF145,[u'FLJ31951'],None,"[u'Nucleoplasm', u'Plasma membrane', u'Cytosol']"
Q9Y6J0,CABIN1,None,ENSG00000099991,Evidence at protein level,CABIN1,"[u'KIAA0330', u'PPP3IN']",None,"[u'Nucleoplasm', u'Cytosol']"
A0A0C4DG33,PEX1,"[u'Amelogenesis imperfecta', u'Deafness', u'Disease variant', u'Peroxisome biogenesis disorder', u'Zellweger syndrome']",ENSG00000127980,Evidence at protein level,PEX1,"[u'ZWS', u'ZWS1']",None,[u'Peroxisomes']
Q9NSP4,CENPM,None,ENSG00000100162,Evidence at protein level,CENPM,"[u'C22orf18', u'CENP-M', u'MGC861', u'Pane1']",None,None
Q96L73,NSD1,"[u'Cancer-related genes', u'Disease variant', u'Proto-oncogene']",ENSG00000165671,Evidence at protein level,NSD1,"[u'ARA267', u'FLJ22263', u'KMT3B', u'STO']",None,"[u'Nucleoplasm', u'Plasma membrane']"
Q92575,UBXN4,None,ENSG00000144224,Evidence at protein level,UBXN4,"[u'KIAA0242', u'UBXD2', u'UBXDC1']",None,[u'Endoplasmic reticulum']
Q5JTH9,RRP12,None,ENSG00000052749,Evidence at protein level,RRP12,[u'KIAA0690'],"[u'Vesicles', u'Plasma membrane', u'Cytosol']",[u'Nucleoli']
A2A305,UBAP2,None,ENSG00000137073,Evidence at protein level,UBAP2,"[u'bA176F3.5', u'FLJ22435', u'KIAA1491']",None,[u'Cytosol']
P17098,ZNF8,None,ENSG00000278129,Evidence at protein level,ZNF8,"[u'HF.18', u'Zfp128']",None,"[u'Nucleoplasm', u'Nuclear bodies']"
Q9NX24,NHP2,"[u'Disease variant', u'Dyskeratosis congenita']",ENSG00000145912,Evidence at protein level,NHP2,"[u'FLJ20479', u'NOLA2']",None,None
Q8TAE8,GADD45GIP1,None,ENSG00000179271,Evidence at protein level,GADD45GIP1,"[u'CKBBP2', u'CKbetaBP2', u'CRIF1', u'MGC4667', u'MGC4758', u'PLINP-1', u'Plinp1', u'PRG6']",[u'Nucleoplasm'],[u'Mitochondria']
Q9P287,BCCIP,None,ENSG00000107949,Evidence at protein level,BCCIP,"[u'BCCIPalpha', u'TOK-1']",[u'Cytosol'],[u'Nucleoplasm']
C9J5X9,FANCB,[u'Fanconi anemia'],ENSG00000181544,Evidence at protein level,FANCB,"[u'FAAP95', u'FAB', u'FLJ34064']",None,None
M0QYY8,DAPK3,[u'Tumor suppressor'],ENSG00000167657,Evidence at protein level,DAPK3,"[u'ZIP', u'ZIPK']",[u'Nucleoplasm'],[u'Cytosol']
P42680,TEC,None,ENSG00000135605,Evidence at protein level,TEC,[u'PSCTK4'],None,[u'Plasma membrane']
Q01518,CAP1,None,ENSG00000131236,Evidence at protein level,CAP1,[u'CAP'],None,[u'Cytosol']
Q8TAP9,MPLKIP,[u'Disease variant'],ENSG00000168303,Evidence at protein level,MPLKIP,"[u'C7orf11', u'ORF20', u'TTDN1']","[u'Golgi apparatus', u'Vesicles']",[u'Nucleoplasm']
Q9NZ08,ERAP1,None,ENSG00000164307,Evidence at protein level,ERAP1,"[u'A-LAP', u'ARTS-1', u'ERAAP1', u'KIAA0525', u'PILS-AP']",[u'Plasma membrane'],"[u'Nucleoplasm', u'Cytosol']"
Q3KNW5,SLC10A6,None,ENSG00000145283,Evidence at protein level,SLC10A6,[u'SOAT'],None,None
P56556,NDUFA6,"[u'Disease variant', u'Primary mitochondrial disease']",ENSG00000184983,Evidence at protein level,NDUFA6,"[u'B14', u'CI-B14', u'LYRM6', u'NADHB14']",None,None
P42766,RPL35,"[u'Diamond-Blackfan anemia', u'Disease variant']",ENSG00000136942,Evidence at protein level,RPL35,[u'L35'],None,"[u'Endoplasmic reticulum', u'Cytosol']"
Q9Y244,POMP,"[u'Ichthyosis', u'Palmoplantar keratoderma']",ENSG00000132963,Evidence at protein level,POMP,"[u'C13orf12', u'HSPC014', u'UMP1']",None,[u'Nuclear speckles']
B4E127,TDG,None,ENSG00000139372,Evidence at protein level,TDG,[],[u'Plasma membrane'],[u'Nucleoplasm']
K7ELB8,PLEKHF1,None,ENSG00000166289,Evidence at protein level,PLEKHF1,"[u'APPD', u'MGC4090', u'PHAFIN1', u'ZFYVE15']",None,None
P54819,AK2,"[u'Disease variant', u'SCID']",ENSG00000004455,Evidence at protein level,AK2,[],None,[u'Mitochondria']
G5E9C2,NFKBIB,None,ENSG00000104825,Evidence at protein level,NFKBIB,"[u'IKBB', u'TRIP9']",[u'Cytosol'],[u'Nucleoplasm']
Q96EY7,PTCD3,None,ENSG00000132300,Evidence at protein level,PTCD3,"[u'DKFZp666K071', u'FLJ20758']",None,[u'Mitochondria']
P51587,BRCA2,"[u'Cancer-related genes', u'Disease variant', u'Fanconi anemia', u'Tumor suppressor']",ENSG00000139618,Evidence at protein level,BRCA2,"[u'BRCC2', u'FACD', u'FAD', u'FAD1', u'FANCD', u'FANCD1', u'XRCC11']",[u'Cytosol'],[u'Nucleoplasm']
Q13098,GPS1,None,ENSG00000169727,Evidence at protein level,GPS1,"[u'COPS1', u'CSN1']",[u'Cytosol'],[u'Nucleoplasm']
C9JZJ1,STK17B,None,ENSG00000081320,Evidence at protein level,STK17B,[u'DRAK2'],None,"[u'Plasma membrane', u'Cytosol']"
V9GYM8,ARHGEF2,[u'Mental retardation'],ENSG00000116584,Evidence at protein level,ARHGEF2,"[u'GEF-H1', u'GEFH1', u'KIAA0651', u'Lfc', u'LFP40', u'P40']",None,None
Q9Y2L9-2,LRCH1,None,ENSG00000136141,Evidence at protein level,LRCH1,"[u'CHDC1', u'KIAA1016']",[u'Nucleoli'],"[u'Actin filaments', u'Cytosol']"
Q13099,IFT88,None,ENSG00000032742,Evidence at protein level,IFT88,"[u'D13S1056E', u'hTg737', u'MGC26259', u'Tg737', u'TTC10']",None,None
Q0VDF9,HSPA14,None,ENSG00000187522,Evidence at protein level,HSPA14,"[u'HSP70-4', u'HSP70L1']",None,None
Q5T6J7,IDNK,None,ENSG00000148057,Evidence at protein level,IDNK,"[u'bA522I20.2', u'C9orf103', u'hGntK']",None,"[u'Mitochondria', u'Cytosol']"
Q9Y573,IPP,None,ENSG00000197429,Evidence at protein level,IPP,[u'KLHL27'],None,None
Q9BVK6,TMED9,None,ENSG00000184840,Evidence at protein level,TMED9,"[u'HSGP25L2G', u'p24a2', u'p24alpha2']",None,None
A0A0C4DGS9,CEPT1,None,ENSG00000134255,Evidence at protein level,CEPT1,[],None,None
O95456,PSMG1,None,ENSG00000183527,Evidence at protein level,PSMG1,"[u'c21-LRP', u'DSCR2', u'LRPC21', u'PAC1']",None,"[u'Nucleoplasm', u'Golgi apparatus', u'Cytosol']"
Q15691,MAPRE1,None,ENSG00000101367,Evidence at protein level,MAPRE1,[u'EB1'],None,"[u'Centriolar satellite', u'Cytosol']"
P04839,CYBB,"[u'Chronic granulomatous disease', u'Disease variant']",ENSG00000165168,Evidence at protein level,CYBB,"[u'CGD', u'GP91-PHOX', u'NOX2']",None,None
